transaction_code,date,time,datetime,day_of_week,day_name,month,is_weekend,is_payday,event,event_multiplier,total,payment_method,amount_paid,change,num_items
TRX-250702-00034,2025-07-02,18:19:00,2025-07-02 18:19:00,2,Wednesday,7,0,1,normal,1.0,14000,CASH,15000,1000,2
TRX-250702-00035,2025-07-02,19:50:00,2025-07-02 19:50:00,2,Wednesday,7,0,1,normal,1.0,16000,CASH,20000,4000,2
TRX-250702-00036,2025-07-02,18:09:00,2025-07-02 18:09:00,2,Wednesday,7,0,1,normal,1.0,16000,CASH,20000,4000,1
TRX-250702-00037,2025-07-02,12:40:00,2025-07-02 12:40:00,2,Wednesday,7,0,1,normal,1.0,57000,CASH,60000,3000,2
TRX-250702-00038,2025-07-02,17:14:00,2025-07-02 17:14:00,2,Wednesday,7,0,1,normal,1.0,2500,CASH,5000,2500,2
TRX-250702-00039,2025-07-02,16:35:00,2025-07-02 16:35:00,2,Wednesday,7,0,1,normal,1.0,10500,CASH,15000,4500,3
TRX-250702-00040,2025-07-02,10:15:00,2025-07-02 10:15:00,2,Wednesday,7,0,1,normal,1.0,15500,CASH,20000,4500,3
TRX-250702-00041,2025-07-02,12:09:00,2025-07-02 12:09:00,2,Wednesday,7,0,1,normal,1.0,105000,CASH,110000,5000,3
TRX-250702-00042,2025-07-02,17:24:00,2025-07-02 17:24:00,2,Wednesday,7,0,1,normal,1.0,8500,CASH,10000,1500,2
TRX-250702-00043,2025-07-02,18:57:00,2025-07-02 18:57:00,2,Wednesday,7,0,1,normal,1.0,9000,CASH,10000,1000,2
TRX-250702-00044,2025-07-02,13:08:00,2025-07-02 13:08:00,2,Wednesday,7,0,1,normal,1.0,183000,CASH,185000,2000,5
TRX-250702-00045,2025-07-02,18:30:00,2025-07-02 18:30:00,2,Wednesday,7,0,1,normal,1.0,54000,EWALLET,54000,0,1
TRX-250702-00046,2025-07-02,17:41:00,2025-07-02 17:41:00,2,Wednesday,7,0,1,normal,1.0,31000,CASH,35000,4000,1
TRX-250702-00047,2025-07-02,10:30:00,2025-07-02 10:30:00,2,Wednesday,7,0,1,normal,1.0,93000,QRIS,93000,0,3
TRX-250702-00048,2025-07-02,08:01:00,2025-07-02 08:01:00,2,Wednesday,7,0,1,normal,1.0,61000,CASH,65000,4000,5
TRX-250702-00049,2025-07-02,16:04:00,2025-07-02 16:04:00,2,Wednesday,7,0,1,normal,1.0,19000,CASH,20000,1000,2
TRX-250702-00050,2025-07-02,12:46:00,2025-07-02 12:46:00,2,Wednesday,7,0,1,normal,1.0,51000,QRIS,51000,0,3
TRX-250702-00051,2025-07-02,10:28:00,2025-07-02 10:28:00,2,Wednesday,7,0,1,normal,1.0,3500,CASH,5000,1500,2
TRX-250702-00052,2025-07-02,18:21:00,2025-07-02 18:21:00,2,Wednesday,7,0,1,normal,1.0,7000,CASH,10000,3000,2
TRX-250702-00053,2025-07-02,14:15:00,2025-07-02 14:15:00,2,Wednesday,7,0,1,normal,1.0,15000,CASH,20000,5000,3
TRX-250702-00054,2025-07-02,12:47:00,2025-07-02 12:47:00,2,Wednesday,7,0,1,normal,1.0,21500,CASH,25000,3500,3
TRX-250702-00055,2025-07-02,17:17:00,2025-07-02 17:17:00,2,Wednesday,7,0,1,normal,1.0,49750,CASH,50000,250,3
TRX-250702-00056,2025-07-02,14:44:00,2025-07-02 14:44:00,2,Wednesday,7,0,1,normal,1.0,109000,CASH,110000,1000,5
TRX-250702-00057,2025-07-02,18:19:00,2025-07-02 18:19:00,2,Wednesday,7,0,1,normal,1.0,8000,CASH,10000,2000,1
TRX-250703-00058,2025-07-03,17:24:00,2025-07-03 17:24:00,3,Thursday,7,0,1,normal,1.0,9000,EWALLET,9000,0,2
TRX-250703-00059,2025-07-03,20:13:00,2025-07-03 20:13:00,3,Thursday,7,0,1,normal,1.0,13000,CASH,15000,2000,2
TRX-250703-00060,2025-07-03,07:18:00,2025-07-03 07:18:00,3,Thursday,7,0,1,normal,1.0,73500,TRANSFER,73500,0,3
TRX-250703-00061,2025-07-03,16:58:00,2025-07-03 16:58:00,3,Thursday,7,0,1,normal,1.0,96000,QRIS,96000,0,2
TRX-250703-00062,2025-07-03,13:19:00,2025-07-03 13:19:00,3,Thursday,7,0,1,normal,1.0,2500,CASH,5000,2500,2
TRX-250703-00063,2025-07-03,08:43:00,2025-07-03 08:43:00,3,Thursday,7,0,1,normal,1.0,54500,CASH,55000,500,4
TRX-250703-00064,2025-07-03,13:05:00,2025-07-03 13:05:00,3,Thursday,7,0,1,normal,1.0,7000,CASH,10000,3000,2
TRX-250703-00065,2025-07-03,12:48:00,2025-07-03 12:48:00,3,Thursday,7,0,1,normal,1.0,15000,EWALLET,15000,0,2
TRX-250703-00066,2025-07-03,14:26:00,2025-07-03 14:26:00,3,Thursday,7,0,1,normal,1.0,1000,CASH,5000,4000,1
TRX-250703-00067,2025-07-03,07:17:00,2025-07-03 07:17:00,3,Thursday,7,0,1,normal,1.0,75000,CASH,80000,5000,3
TRX-250703-00068,2025-07-03,08:53:00,2025-07-03 08:53:00,3,Thursday,7,0,1,normal,1.0,84000,CASH,85000,1000,5
TRX-250703-00069,2025-07-03,10:50:00,2025-07-03 10:50:00,3,Thursday,7,0,1,normal,1.0,89000,CASH,90000,1000,4
TRX-250703-00070,2025-07-03,11:59:00,2025-07-03 11:59:00,3,Thursday,7,0,1,normal,1.0,18000,CASH,20000,2000,2
TRX-250703-00071,2025-07-03,16:51:00,2025-07-03 16:51:00,3,Thursday,7,0,1,normal,1.0,4000,CASH,5000,1000,2
TRX-250703-00072,2025-07-03,11:06:00,2025-07-03 11:06:00,3,Thursday,7,0,1,normal,1.0,111000,CASH,115000,4000,4
TRX-250703-00073,2025-07-03,18:54:00,2025-07-03 18:54:00,3,Thursday,7,0,1,normal,1.0,15500,CASH,20000,4500,3
TRX-250703-00074,2025-07-03,08:06:00,2025-07-03 08:06:00,3,Thursday,7,0,1,normal,1.0,47000,CASH,50000,3000,4
TRX-250703-00075,2025-07-03,09:39:00,2025-07-03 09:39:00,3,Thursday,7,0,1,normal,1.0,61000,CASH,65000,4000,4
TRX-250703-00076,2025-07-03,11:37:00,2025-07-03 11:37:00,3,Thursday,7,0,1,normal,1.0,49500,CASH,50000,500,2
TRX-250703-00077,2025-07-03,12:22:00,2025-07-03 12:22:00,3,Thursday,7,0,1,normal,1.0,18000,CASH,20000,2000,3
TRX-250703-00078,2025-07-03,13:57:00,2025-07-03 13:57:00,3,Thursday,7,0,1,normal,1.0,18000,CASH,20000,2000,3
TRX-250703-00079,2025-07-03,07:50:00,2025-07-03 07:50:00,3,Thursday,7,0,1,normal,1.0,23000,CASH,25000,2000,2
TRX-250703-00080,2025-07-03,14:23:00,2025-07-03 14:23:00,3,Thursday,7,0,1,normal,1.0,22000,QRIS,22000,0,3
TRX-250703-00081,2025-07-03,09:14:00,2025-07-03 09:14:00,3,Thursday,7,0,1,normal,1.0,50250,CASH,55000,4750,4
TRX-250703-00082,2025-07-03,11:43:00,2025-07-03 11:43:00,3,Thursday,7,0,1,normal,1.0,51500,CASH,55000,3500,2
TRX-250703-00083,2025-07-03,19:19:00,2025-07-03 19:19:00,3,Thursday,7,0,1,normal,1.0,21000,EWALLET,21000,0,2
TRX-250703-00084,2025-07-03,11:47:00,2025-07-03 11:47:00,3,Thursday,7,0,1,normal,1.0,127000,QRIS,127000,0,3
TRX-250704-00085,2025-07-04,12:15:00,2025-07-04 12:15:00,4,Friday,7,0,1,normal,1.0,86000,CASH,90000,4000,4
TRX-250704-00086,2025-07-04,06:50:00,2025-07-04 06:50:00,4,Friday,7,0,1,normal,1.0,9000,CASH,10000,1000,2
TRX-250704-00087,2025-07-04,10:49:00,2025-07-04 10:49:00,4,Friday,7,0,1,normal,1.0,30000,CASH,35000,5000,1
TRX-250704-00088,2025-07-04,09:16:00,2025-07-04 09:16:00,4,Friday,7,0,1,normal,1.0,19100,QRIS,19100,0,3
TRX-250704-00089,2025-07-04,13:49:00,2025-07-04 13:49:00,4,Friday,7,0,1,normal,1.0,10000,CASH,15000,5000,2
TRX-250704-00090,2025-07-04,11:41:00,2025-07-04 11:41:00,4,Friday,7,0,1,normal,1.0,66500,TRANSFER,66500,0,5
TRX-250704-00091,2025-07-04,12:38:00,2025-07-04 12:38:00,4,Friday,7,0,1,normal,1.0,16000,CASH,20000,4000,2
TRX-250704-00092,2025-07-04,19:26:00,2025-07-04 19:26:00,4,Friday,7,0,1,normal,1.0,9000,CASH,10000,1000,2
TRX-250704-00093,2025-07-04,19:04:00,2025-07-04 19:04:00,4,Friday,7,0,1,normal,1.0,9000,CASH,10000,1000,1
TRX-250704-00094,2025-07-04,09:03:00,2025-07-04 09:03:00,4,Friday,7,0,1,normal,1.0,111000,CASH,115000,4000,3
TRX-250704-00095,2025-07-04,11:36:00,2025-07-04 11:36:00,4,Friday,7,0,1,normal,1.0,14000,CASH,15000,1000,3
TRX-250704-00096,2025-07-04,17:39:00,2025-07-04 17:39:00,4,Friday,7,0,1,normal,1.0,63550,QRIS,63550,0,3
TRX-250704-00097,2025-07-04,14:25:00,2025-07-04 14:25:00,4,Friday,7,0,1,normal,1.0,15000,EWALLET,15000,0,1
TRX-250704-00098,2025-07-04,11:29:00,2025-07-04 11:29:00,4,Friday,7,0,1,normal,1.0,24000,QRIS,24000,0,2
TRX-250704-00099,2025-07-04,15:43:00,2025-07-04 15:43:00,4,Friday,7,0,1,normal,1.0,9000,CASH,10000,1000,1
TRX-250704-00100,2025-07-04,10:32:00,2025-07-04 10:32:00,4,Friday,7,0,1,normal,1.0,9000,CASH,10000,1000,1
TRX-250704-00101,2025-07-04,16:02:00,2025-07-04 16:02:00,4,Friday,7,0,1,normal,1.0,79000,CASH,80000,1000,2
TRX-250704-00102,2025-07-04,08:31:00,2025-07-04 08:31:00,4,Friday,7,0,1,normal,1.0,29250,CASH,30000,750,3
TRX-250704-00103,2025-07-04,18:36:00,2025-07-04 18:36:00,4,Friday,7,0,1,normal,1.0,18000,CASH,20000,2000,2
TRX-250704-00104,2025-07-04,13:44:00,2025-07-04 13:44:00,4,Friday,7,0,1,normal,1.0,78000,CASH,80000,2000,5
TRX-250704-00105,2025-07-04,18:52:00,2025-07-04 18:52:00,4,Friday,7,0,1,normal,1.0,3000,CASH,5000,2000,1
TRX-250705-00106,2025-07-05,09:49:00,2025-07-05 09:49:00,5,Saturday,7,1,1,normal,1.0,165000,CASH,170000,5000,3
TRX-250705-00107,2025-07-05,12:30:00,2025-07-05 12:30:00,5,Saturday,7,1,1,normal,1.0,12000,CASH,15000,3000,2
TRX-250705-00108,2025-07-05,18:04:00,2025-07-05 18:04:00,5,Saturday,7,1,1,normal,1.0,57650,CASH,60000,2350,3
TRX-250705-00109,2025-07-05,13:09:00,2025-07-05 13:09:00,5,Saturday,7,1,1,normal,1.0,32500,CASH,35000,2500,4
TRX-250705-00110,2025-07-05,17:43:00,2025-07-05 17:43:00,5,Saturday,7,1,1,normal,1.0,75000,CASH,80000,5000,3
TRX-250705-00111,2025-07-05,11:37:00,2025-07-05 11:37:00,5,Saturday,7,1,1,normal,1.0,55000,CASH,60000,5000,3
TRX-250705-00112,2025-07-05,09:44:00,2025-07-05 09:44:00,5,Saturday,7,1,1,normal,1.0,150000,CASH,155000,5000,3
TRX-250705-00113,2025-07-05,10:08:00,2025-07-05 10:08:00,5,Saturday,7,1,1,normal,1.0,6000,CASH,10000,4000,2
TRX-250705-00114,2025-07-05,19:39:00,2025-07-05 19:39:00,5,Saturday,7,1,1,normal,1.0,12000,CASH,15000,3000,1
TRX-250705-00115,2025-07-05,18:10:00,2025-07-05 18:10:00,5,Saturday,7,1,1,normal,1.0,60000,EWALLET,60000,0,3
TRX-250705-00116,2025-07-05,17:57:00,2025-07-05 17:57:00,5,Saturday,7,1,1,normal,1.0,27500,CASH,30000,2500,4
TRX-250705-00117,2025-07-05,19:35:00,2025-07-05 19:35:00,5,Saturday,7,1,1,normal,1.0,55000,CASH,60000,5000,4
TRX-250705-00118,2025-07-05,12:23:00,2025-07-05 12:23:00,5,Saturday,7,1,1,normal,1.0,18000,CASH,20000,2000,2
TRX-250705-00119,2025-07-05,09:18:00,2025-07-05 09:18:00,5,Saturday,7,1,1,normal,1.0,20500,TRANSFER,20500,0,3
TRX-250705-00120,2025-07-05,17:15:00,2025-07-05 17:15:00,5,Saturday,7,1,1,normal,1.0,30000,QRIS,30000,0,2
TRX-250705-00121,2025-07-05,06:32:00,2025-07-05 06:32:00,5,Saturday,7,1,1,normal,1.0,125000,CASH,130000,5000,3
TRX-250705-00122,2025-07-05,14:50:00,2025-07-05 14:50:00,5,Saturday,7,1,1,normal,1.0,80500,CASH,85000,4500,5
TRX-250705-00123,2025-07-05,18:11:00,2025-07-05 18:11:00,5,Saturday,7,1,1,normal,1.0,53500,CASH,55000,1500,4
TRX-250705-00124,2025-07-05,12:52:00,2025-07-05 12:52:00,5,Saturday,7,1,1,normal,1.0,17000,CASH,20000,3000,3
TRX-250705-00125,2025-07-05,17:57:00,2025-07-05 17:57:00,5,Saturday,7,1,1,normal,1.0,28000,CASH,30000,2000,5
TRX-250705-00126,2025-07-05,17:10:00,2025-07-05 17:10:00,5,Saturday,7,1,1,normal,1.0,74000,CASH,75000,1000,3
TRX-250705-00127,2025-07-05,11:51:00,2025-07-05 11:51:00,5,Saturday,7,1,1,normal,1.0,23500,CASH,25000,1500,3
TRX-250705-00128,2025-07-05,07:09:00,2025-07-05 07:09:00,5,Saturday,7,1,1,normal,1.0,11500,CASH,15000,3500,3
TRX-250705-00129,2025-07-05,13:24:00,2025-07-05 13:24:00,5,Saturday,7,1,1,normal,1.0,46000,CASH,50000,4000,5
TRX-250705-00130,2025-07-05,16:45:00,2025-07-05 16:45:00,5,Saturday,7,1,1,normal,1.0,108000,QRIS,108000,0,1
TRX-250705-00131,2025-07-05,19:40:00,2025-07-05 19:40:00,5,Saturday,7,1,1,normal,1.0,17000,EWALLET,17000,0,2
TRX-250705-00132,2025-07-05,15:29:00,2025-07-05 15:29:00,5,Saturday,7,1,1,normal,1.0,96000,EWALLET,96000,0,4
TRX-250705-00133,2025-07-05,16:22:00,2025-07-05 16:22:00,5,Saturday,7,1,1,normal,1.0,3000,CASH,5000,2000,1
TRX-250705-00134,2025-07-05,09:32:00,2025-07-05 09:32:00,5,Saturday,7,1,1,normal,1.0,55000,CASH,60000,5000,4
TRX-250705-00135,2025-07-05,11:34:00,2025-07-05 11:34:00,5,Saturday,7,1,1,normal,1.0,36000,CASH,40000,4000,1
TRX-250705-00136,2025-07-05,15:57:00,2025-07-05 15:57:00,5,Saturday,7,1,1,normal,1.0,82000,CASH,85000,3000,2
TRX-250705-00137,2025-07-05,17:26:00,2025-07-05 17:26:00,5,Saturday,7,1,1,normal,1.0,79500,CASH,80000,500,3
TRX-250705-00138,2025-07-05,09:26:00,2025-07-05 09:26:00,5,Saturday,7,1,1,normal,1.0,12000,CASH,15000,3000,2
TRX-250705-00139,2025-07-05,09:23:00,2025-07-05 09:23:00,5,Saturday,7,1,1,normal,1.0,19000,CASH,20000,1000,2
TRX-250705-00140,2025-07-05,12:55:00,2025-07-05 12:55:00,5,Saturday,7,1,1,normal,1.0,47000,EWALLET,47000,0,5
TRX-250705-00141,2025-07-05,15:53:00,2025-07-05 15:53:00,5,Saturday,7,1,1,normal,1.0,89000,CASH,90000,1000,3
TRX-250706-00142,2025-07-06,14:04:00,2025-07-06 14:04:00,6,Sunday,7,1,0,normal,1.0,31500,QRIS,31500,0,2
TRX-250706-00143,2025-07-06,11:21:00,2025-07-06 11:21:00,6,Sunday,7,1,0,normal,1.0,10550,CASH,15000,4450,3
TRX-250706-00144,2025-07-06,13:20:00,2025-07-06 13:20:00,6,Sunday,7,1,0,normal,1.0,25000,CASH,30000,5000,5
TRX-250706-00145,2025-07-06,18:40:00,2025-07-06 18:40:00,6,Sunday,7,1,0,normal,1.0,4500,EWALLET,4500,0,1
TRX-250706-00146,2025-07-06,15:46:00,2025-07-06 15:46:00,6,Sunday,7,1,0,normal,1.0,4500,CASH,5000,500,1
TRX-250706-00147,2025-07-06,12:52:00,2025-07-06 12:52:00,6,Sunday,7,1,0,normal,1.0,27500,CASH,30000,2500,3
TRX-250706-00148,2025-07-06,18:47:00,2025-07-06 18:47:00,6,Sunday,7,1,0,normal,1.0,87000,EWALLET,87000,0,3
TRX-250706-00149,2025-07-06,16:55:00,2025-07-06 16:55:00,6,Sunday,7,1,0,normal,1.0,29000,CASH,30000,1000,3
TRX-250706-00150,2025-07-06,10:45:00,2025-07-06 10:45:00,6,Sunday,7,1,0,normal,1.0,85500,TRANSFER,85500,0,2
TRX-250706-00151,2025-07-06,19:25:00,2025-07-06 19:25:00,6,Sunday,7,1,0,normal,1.0,7500,CASH,10000,2500,3
TRX-250706-00152,2025-07-06,19:44:00,2025-07-06 19:44:00,6,Sunday,7,1,0,normal,1.0,18000,CASH,20000,2000,2
TRX-250706-00153,2025-07-06,08:21:00,2025-07-06 08:21:00,6,Sunday,7,1,0,normal,1.0,84000,CASH,85000,1000,3
TRX-250706-00154,2025-07-06,20:20:00,2025-07-06 20:20:00,6,Sunday,7,1,0,normal,1.0,32800,CASH,35000,2200,2
TRX-250706-00155,2025-07-06,12:53:00,2025-07-06 12:53:00,6,Sunday,7,1,0,normal,1.0,18000,CASH,20000,2000,2
TRX-250706-00156,2025-07-06,19:00:00,2025-07-06 19:00:00,6,Sunday,7,1,0,normal,1.0,11000,CASH,15000,4000,2
TRX-250706-00157,2025-07-06,09:32:00,2025-07-06 09:32:00,6,Sunday,7,1,0,normal,1.0,6000,CASH,10000,4000,2
TRX-250706-00158,2025-07-06,17:36:00,2025-07-06 17:36:00,6,Sunday,7,1,0,normal,1.0,65000,CASH,70000,5000,3
TRX-250706-00159,2025-07-06,19:00:00,2025-07-06 19:00:00,6,Sunday,7,1,0,normal,1.0,9000,TRANSFER,9000,0,2
TRX-250707-00160,2025-07-07,16:29:00,2025-07-07 16:29:00,0,Monday,7,0,0,normal,1.0,10000,QRIS,10000,0,2
TRX-250707-00161,2025-07-07,11:39:00,2025-07-07 11:39:00,0,Monday,7,0,0,normal,1.0,9000,CASH,10000,1000,2
TRX-250707-00162,2025-07-07,17:51:00,2025-07-07 17:51:00,0,Monday,7,0,0,normal,1.0,18000,QRIS,18000,0,3
TRX-250707-00163,2025-07-07,14:32:00,2025-07-07 14:32:00,0,Monday,7,0,0,normal,1.0,63000,QRIS,63000,0,2
TRX-250707-00164,2025-07-07,19:28:00,2025-07-07 19:28:00,0,Monday,7,0,0,normal,1.0,65000,CASH,70000,5000,3
TRX-250707-00165,2025-07-07,07:22:00,2025-07-07 07:22:00,0,Monday,7,0,0,normal,1.0,93000,EWALLET,93000,0,3
TRX-250707-00166,2025-07-07,20:23:00,2025-07-07 20:23:00,0,Monday,7,0,0,normal,1.0,57000,CASH,60000,3000,4
TRX-250707-00167,2025-07-07,06:01:00,2025-07-07 06:01:00,0,Monday,7,0,0,normal,1.0,76500,CASH,80000,3500,4
TRX-250707-00168,2025-07-07,19:15:00,2025-07-07 19:15:00,0,Monday,7,0,0,normal,1.0,23150,CASH,25000,1850,2
TRX-250707-00169,2025-07-07,14:48:00,2025-07-07 14:48:00,0,Monday,7,0,0,normal,1.0,42000,CASH,45000,3000,4
TRX-250707-00170,2025-07-07,11:03:00,2025-07-07 11:03:00,0,Monday,7,0,0,normal,1.0,72600,CASH,75000,2400,3
TRX-250707-00171,2025-07-07,12:09:00,2025-07-07 12:09:00,0,Monday,7,0,0,normal,1.0,30000,CASH,35000,5000,2
TRX-250708-00172,2025-07-08,12:26:00,2025-07-08 12:26:00,1,Tuesday,7,0,0,normal,1.0,19000,CASH,20000,1000,3
TRX-250708-00173,2025-07-08,16:38:00,2025-07-08 16:38:00,1,Tuesday,7,0,0,normal,1.0,9000,QRIS,9000,0,1
TRX-250708-00174,2025-07-08,10:13:00,2025-07-08 10:13:00,1,Tuesday,7,0,0,normal,1.0,37500,EWALLET,37500,0,3
TRX-250708-00175,2025-07-08,19:35:00,2025-07-08 19:35:00,1,Tuesday,7,0,0,normal,1.0,14000,CASH,15000,1000,2
TRX-250708-00176,2025-07-08,18:46:00,2025-07-08 18:46:00,1,Tuesday,7,0,0,normal,1.0,17000,CASH,20000,3000,2
TRX-250708-00177,2025-07-08,10:59:00,2025-07-08 10:59:00,1,Tuesday,7,0,0,normal,1.0,56000,CASH,60000,4000,3
TRX-250708-00178,2025-07-08,13:46:00,2025-07-08 13:46:00,1,Tuesday,7,0,0,normal,1.0,17000,CASH,20000,3000,3
TRX-250708-00179,2025-07-08,07:54:00,2025-07-08 07:54:00,1,Tuesday,7,0,0,normal,1.0,1000,CASH,5000,4000,1
TRX-250708-00180,2025-07-08,15:04:00,2025-07-08 15:04:00,1,Tuesday,7,0,0,normal,1.0,140000,CASH,145000,5000,3
TRX-250708-00181,2025-07-08,06:33:00,2025-07-08 06:33:00,1,Tuesday,7,0,0,normal,1.0,59000,CASH,60000,1000,3
TRX-250708-00182,2025-07-08,15:16:00,2025-07-08 15:16:00,1,Tuesday,7,0,0,normal,1.0,29000,CASH,30000,1000,2
TRX-250708-00183,2025-07-08,16:54:00,2025-07-08 16:54:00,1,Tuesday,7,0,0,normal,1.0,34000,CASH,35000,1000,2
TRX-250708-00184,2025-07-08,16:21:00,2025-07-08 16:21:00,1,Tuesday,7,0,0,normal,1.0,40000,CASH,45000,5000,3
TRX-250709-00185,2025-07-09,14:02:00,2025-07-09 14:02:00,2,Wednesday,7,0,0,normal,1.0,32000,CASH,35000,3000,2
TRX-250709-00186,2025-07-09,11:36:00,2025-07-09 11:36:00,2,Wednesday,7,0,0,normal,1.0,5000,QRIS,5000,0,2
TRX-250709-00187,2025-07-09,17:32:00,2025-07-09 17:32:00,2,Wednesday,7,0,0,normal,1.0,27000,CASH,30000,3000,3
TRX-250709-00188,2025-07-09,17:28:00,2025-07-09 17:28:00,2,Wednesday,7,0,0,normal,1.0,10500,CASH,15000,4500,2
TRX-250709-00189,2025-07-09,18:45:00,2025-07-09 18:45:00,2,Wednesday,7,0,0,normal,1.0,12000,CASH,15000,3000,1
TRX-250709-00190,2025-07-09,12:23:00,2025-07-09 12:23:00,2,Wednesday,7,0,0,normal,1.0,68000,CASH,70000,2000,1
TRX-250709-00191,2025-07-09,09:11:00,2025-07-09 09:11:00,2,Wednesday,7,0,0,normal,1.0,29000,CASH,30000,1000,2
TRX-250709-00192,2025-07-09,18:00:00,2025-07-09 18:00:00,2,Wednesday,7,0,0,normal,1.0,21000,TRANSFER,21000,0,2
TRX-250709-00193,2025-07-09,12:08:00,2025-07-09 12:08:00,2,Wednesday,7,0,0,normal,1.0,17000,CASH,20000,3000,2
TRX-250709-00194,2025-07-09,20:46:00,2025-07-09 20:46:00,2,Wednesday,7,0,0,normal,1.0,18000,CASH,20000,2000,3
