transaction_code,product_code,product_name,category,quantity,price,buying_price,discount,subtotal
TRX-250702-00034,SNK01,Chitato 68g,Snack,1,8000,6500,0,8000
TRX-250702-00035,MKN01,Nasi Goreng,Makanan,1,12000,7000,0,12000
TRX-250702-00035,MNM01,Aqua Botol 600ml,Minuman,1,4000,3000,0,4000
TRX-250702-00036,MNM01,Aqua Botol 600ml,Minuman,4,4000,3000,0,16000
TRX-250702-00037,MKN02,Nasi Ayam Goreng,Makanan,3,15000,8000,0,45000
TRX-250702-00037,MNM04,Es Teh Manis,Minuman,4,3000,1000,0,12000
TRX-250702-00038,KRT03,Shampoo Pantene Sachet,Perawatan Tubuh,1,1500,1000,0,1500
TRX-250702-00038,MSC02,Milo Sachet,Minuman Sachet,1,1000,700,0,1000
TRX-250702-00039,KRT03,Shampoo Pantene Sachet,Perawatan Tubuh,1,1500,1000,0,1500
TRX-250702-00039,BMB01,Masako Ayam,Bumbu Dapur,1,5000,4500,0,5000
TRX-250702-00039,SNK02,Better Chocolate,Snack,2,2000,1500,0,4000
TRX-250702-00040,MNM01,Aqua Botol 600ml,Minuman,3,4000,3000,0,12000
TRX-250702-00040,MKN03,Gorengan Campur,Makanan,2,1000,500,0,2000
TRX-250702-00040,MSC01,Kopi Kapal Api Sachet,Minuman Sachet,1,1500,1200,0,1500
TRX-250702-00041,SMB05,Tepung Terigu 1kg,Sembako,1,12000,10000,0,12000
TRX-250702-00041,MNM04,Es Teh Manis,Minuman,4,3000,1000,0,12000
TRX-250702-00041,RKK01,Rokok Sampoerna,Rokok,3,27000,24000,0,81000
TRX-250702-00042,KRT03,Shampoo Pantene Sachet,Perawatan Tubuh,3,1500,1000,0,4500
TRX-250702-00042,MNM02,Teh Pucuk Harum 350ml,Minuman,1,4000,3000,0,4000
TRX-250702-00043,MIE03,Indomie Soto,Mie Instan,1,3000,2500,0,3000
TRX-250702-00043,MNM04,Es Teh Manis,Minuman,2,3000,1000,0,6000
TRX-250702-00044,RKK01,Rokok Sampoerna,Rokok,4,27000,24000,0,108000
TRX-250702-00044,BMB02,Kecap Manis ABC,Bumbu Dapur,1,10000,8000,0,10000
TRX-250702-00044,SNK02,Better Chocolate,Snack,1,2000,1500,0,2000
TRX-250702-00044,MKN01,Nasi Goreng,Makanan,4,12000,7000,0,48000
TRX-250702-00044,MIE01,Indomie Goreng,Mie Instan,5,3000,2500,0,15000
TRX-250702-00045,RKK01,Rokok Sampoerna,Rokok,2,27000,24000,0,54000
TRX-250702-00046,SMB02,Gula Pasir 1kg,Sembako,2,15500,13500,0,31000
TRX-250702-00047,RKK01,Rokok Sampoerna,Rokok,1,27000,24000,0,27000
TRX-250702-00047,MIE03,Indomie Soto,Mie Instan,2,3000,2500,0,6000
TRX-250702-00047,MKN02,Nasi Ayam Goreng,Makanan,4,15000,8000,0,60000
TRX-250702-00048,SNK01,Chitato 68g,Snack,2,8000,6500,0,16000
TRX-250702-00048,KRT01,Rinso Anti Noda 800g,Kebutuhan RT,2,15000,13000,0,30000
TRX-250702-00048,MNM04,Es Teh Manis,Minuman,3,3000,1000,0,9000
TRX-250702-00048,KRT03,Shampoo Pantene Sachet,Perawatan Tubuh,2,1500,1000,0,3000
TRX-250702-00048,MIE03,Indomie Soto,Mie Instan,1,3000,2500,0,3000
TRX-250702-00049,MNM03,Sprite 390ml,Minuman,3,5000,4000,0,15000
TRX-250702-00049,MKN03,Gorengan Campur,Makanan,4,1000,500,0,4000
TRX-250702-00050,MKN01,Nasi Goreng,Makanan,2,12000,7000,0,24000
TRX-250702-00050,SNK03,Oreo 133g,Snack,2,9000,7500,0,18000
TRX-250702-00050,KRT02,Sunlight 400ml,Kebutuhan RT,1,9000,7500,0,9000
TRX-250702-00051,MSC01,Kopi Kapal Api Sachet,Minuman Sachet,1,1500,1200,0,1500
TRX-250702-00051,SNK02,Better Chocolate,Snack,1,2000,1500,0,2000
TRX-250702-00052,SNK02,Better Chocolate,Snack,1,2000,1500,0,2000
TRX-250702-00052,BMB01,Masako Ayam,Bumbu Dapur,1,5000,4500,0,5000
TRX-250702-00053,MKN01,Nasi Goreng,Makanan,1,12000,7000,0,12000
TRX-250702-00053,MSC02,Milo Sachet,Minuman Sachet,1,1000,700,0,1000
TRX-250702-00053,MKN03,Gorengan Campur,Makanan,2,1000,500,0,2000
TRX-250702-00054,MNM04,Es Teh Manis,Minuman,3,3000,1000,0,9000
TRX-250702-00054,MSC01,Kopi Kapal Api Sachet,Minuman Sachet,3,1500,1200,0,4500
TRX-250702-00054,MNM02,Teh Pucuk Harum 350ml,Minuman,2,4000,3000,0,8000
TRX-250702-00055,GAS01,Gas LPG 3kg,Kebutuhan Dapur,1,23000,20000,0,23000
TRX-250702-00055,RKK01,Rokok Sampoerna,Rokok,1,22950,24000,4050,22950
TRX-250702-00055,MNM01,Aqua Botol 600ml,Minuman,1,3800,3000,200,3800
TRX-250702-00056,MKN01,Nasi Goreng,Makanan,2,12000,7000,0,24000
TRX-250702-00056,MKN03,Gorengan Campur,Makanan,2,1000,500,0,2000
TRX-250702-00056,MIE01,Indomie Goreng,Mie Instan,1,3000,2500,0,3000
TRX-250702-00056,SMB01,Beras Premium 5kg,Sembako,1,68000,62000,0,68000
TRX-250702-00056,MNM01,Aqua Botol 600ml,Minuman,3,4000,3000,0,12000
TRX-250702-00057,MNM01,Aqua Botol 600ml,Minuman,2,4000,3000,0,8000
TRX-250703-00058,MNM04,Es Teh Manis,Minuman,2,3000,1000,0,6000
TRX-250703-00058,MKN03,Gorengan Campur,Makanan,3,1000,500,0,3000
TRX-250703-00059,MNM01,Aqua Botol 600ml,Minuman,1,4000,3000,0,4000
TRX-250703-00059,MIE01,Indomie Goreng,Mie Instan,3,3000,2500,0,9000
TRX-250703-00060,MKN02,Nasi Ayam Goreng,Makanan,3,15000,8000,0,45000
TRX-250703-00060,MSC01,Kopi Kapal Api Sachet,Minuman Sachet,3,1500,1200,0,4500
TRX-250703-00060,MKN01,Nasi Goreng,Makanan,2,12000,7000,0,24000
TRX-250703-00061,MIE02,Mie Sedap Goreng,Mie Instan,3,3000,2500,0,9000
TRX-250703-00061,SMB04,Telur Ayam 1kg,Sembako,3,29000,26000,0,87000
TRX-250703-00062,KRT03,Shampoo Pantene Sachet,Perawatan Tubuh,1,1500,1000,0,1500
TRX-250703-00062,MSC02,Milo Sachet,Minuman Sachet,1,1000,700,0,1000
TRX-250703-00063,SNK01,Chitato 68g,Snack,1,8000,6500,0,8000
TRX-250703-00063,KRT03,Shampoo Pantene Sachet,Perawatan Tubuh,1,1500,1000,0,1500
TRX-250703-00063,SMB06,Garam Dapur 250g,Sembako,3,3000,2000,0,9000
TRX-250703-00063,MKN01,Nasi Goreng,Makanan,3,12000,7000,0,36000
TRX-250703-00064,MNM04,Es Teh Manis,Minuman,1,3000,1000,0,3000
TRX-250703-00064,MNM02,Teh Pucuk Harum 350ml,Minuman,1,4000,3000,0,4000
TRX-250703-00065,MSC01,Kopi Kapal Api Sachet,Minuman Sachet,2,1500,1200,0,3000
TRX-250703-00065,MNM02,Teh Pucuk Harum 350ml,Minuman,3,4000,3000,0,12000
TRX-250703-00066,MSC02,Milo Sachet,Minuman Sachet,1,1000,700,0,1000
TRX-250703-00067,KRT02,Sunlight 400ml,Kebutuhan RT,3,9000,7500,0,27000
TRX-250703-00067,MNM04,Es Teh Manis,Minuman,1,3000,1000,0,3000
TRX-250703-00067,MKN02,Nasi Ayam Goreng,Makanan,3,15000,8000,0,45000
TRX-250703-00068,MSC01,Kopi Kapal Api Sachet,Minuman Sachet,2,1500,1200,0,3000
TRX-250703-00068,MIE01,Indomie Goreng,Mie Instan,5,3000,2500,0,15000
TRX-250703-00068,MKN03,Gorengan Campur,Makanan,3,1000,500,0,3000
TRX-250703-00068,MSC02,Milo Sachet,Minuman Sachet,3,1000,700,0,3000
TRX-250703-00068,MKN02,Nasi Ayam Goreng,Makanan,4,15000,8000,0,60000
TRX-250703-00069,MNM03,Sprite 390ml,Minuman,2,5000,4000,0,10000
TRX-250703-00069,MKN03,Gorengan Campur,Makanan,3,1000,500,0,3000
TRX-250703-00069,MNM01,Aqua Botol 600ml,Minuman,2,4000,3000,0,8000
TRX-250703-00069,SMB01,Beras Premium 5kg,Sembako,1,68000,62000,0,68000
TRX-250703-00070,MIE03,Indomie Soto,Mie Instan,1,3000,2500,0,3000
TRX-250703-00070,MKN02,Nasi Ayam Goreng,Makanan,1,15000,8000,0,15000
TRX-250703-00071,SMB06,Garam Dapur 250g,Sembako,1,3000,2000,0,3000
TRX-250703-00071,MKN03,Gorengan Campur,Makanan,1,1000,500,0,1000
TRX-250703-00072,MNM04,Es Teh Manis,Minuman,3,3000,1000,0,9000
TRX-250703-00072,RKK01,Rokok Sampoerna,Rokok,2,27000,24000,0,54000
TRX-250703-00072,MSC01,Kopi Kapal Api Sachet,Minuman Sachet,2,1500,1200,0,3000
TRX-250703-00072,MKN02,Nasi Ayam Goreng,Makanan,3,15000,8000,0,45000
TRX-250703-00073,KRT03,Shampoo Pantene Sachet,Perawatan Tubuh,1,1500,1000,0,1500
TRX-250703-00073,SNK03,Oreo 133g,Snack,1,9000,7500,0,9000
TRX-250703-00073,BMB01,Masako Ayam,Bumbu Dapur,1,5000,4500,0,5000
TRX-250703-00074,MKN02,Nasi Ayam Goreng,Makanan,2,15000,8000,0,30000
TRX-250703-00074,MIE01,Indomie Goreng,Mie Instan,2,3000,2500,0,6000
TRX-250703-00074,MIE02,Mie Sedap Goreng,Mie Instan,1,3000,2500,0,3000
TRX-250703-00074,MNM02,Teh Pucuk Harum 350ml,Minuman,2,4000,3000,0,8000
TRX-250703-00075,SNK03,Oreo 133g,Snack,1,9000,7500,0,9000
TRX-250703-00075,MNM01,Aqua Botol 600ml,Minuman,1,4000,3000,0,4000
TRX-250703-00075,KRT01,Rinso Anti Noda 800g,Kebutuhan RT,3,15000,13000,0,45000
TRX-250703-00075,MIE02,Mie Sedap Goreng,Mie Instan,1,3000,2500,0,3000
TRX-250703-00076,KRT03,Shampoo Pantene Sachet,Perawatan Tubuh,1,1500,1000,0,1500
TRX-250703-00076,MKN01,Nasi Goreng,Makanan,4,12000,7000,0,48000
TRX-250703-00077,SMB06,Garam Dapur 250g,Sembako,1,3000,2000,0,3000
TRX-250703-00077,MNM02,Teh Pucuk Harum 350ml,Minuman,2,4000,3000,0,8000
TRX-250703-00077,PRW01,Pasta Gigi Pepsodent 75g,Perawatan Tubuh,1,7000,5000,0,7000
TRX-250703-00078,MKN03,Gorengan Campur,Makanan,3,1000,500,0,3000
TRX-250703-00078,MNM01,Aqua Botol 600ml,Minuman,3,4000,3000,0,12000
TRX-250703-00078,MIE03,Indomie Soto,Mie Instan,1,3000,2500,0,3000
TRX-250703-00079,SNK01,Chitato 68g,Snack,1,8000,6500,0,8000
TRX-250703-00079,MKN02,Nasi Ayam Goreng,Makanan,1,15000,8000,0,15000
TRX-250703-00080,KRT01,Rinso Anti Noda 800g,Kebutuhan RT,1,15000,13000,0,15000
TRX-250703-00080,MKN03,Gorengan Campur,Makanan,3,1000,500,0,3000
TRX-250703-00080,MNM01,Aqua Botol 600ml,Minuman,1,4000,3000,0,4000
TRX-250703-00081,MKN02,Nasi Ayam Goreng,Makanan,3,12750,8000,2250,38250
TRX-250703-00081,PRW01,Pasta Gigi Pepsodent 75g,Perawatan Tubuh,1,7000,5000,0,7000
TRX-250703-00081,KRT03,Shampoo Pantene Sachet,Perawatan Tubuh,2,1500,1000,0,3000
TRX-250703-00081,MKN03,Gorengan Campur,Makanan,2,1000,500,0,2000
TRX-250703-00082,SMB02,Gula Pasir 1kg,Sembako,3,15500,13500,0,46500
TRX-250703-00082,BMB01,Masako Ayam,Bumbu Dapur,1,5000,4500,0,5000
TRX-250703-00083,MIE01,Indomie Goreng,Mie Instan,1,3000,2500,0,3000
TRX-250703-00083,SMB03,Minyak Goreng Bimoli 1L,Sembako,1,18000,16000,0,18000
TRX-250703-00084,RKK01,Rokok Sampoerna,Rokok,3,27000,24000,0,81000
TRX-250703-00084,SNK01,Chitato 68g,Snack,2,8000,6500,0,16000
TRX-250703-00084,MKN02,Nasi Ayam Goreng,Makanan,2,15000,8000,0,30000
TRX-250704-00085,MIE01,Indomie Goreng,Mie Instan,2,3000,2500,0,6000
TRX-250704-00085,MKN01,Nasi Goreng,Makanan,1,12000,7000,0,12000
TRX-250704-00085,RKK01,Rokok Sampoerna,Rokok,2,27000,24000,0,54000
TRX-250704-00085,PRW01,Pasta Gigi Pepsodent 75g,Perawatan Tubuh,2,7000,5000,0,14000
TRX-250704-00086,SMB06,Garam Dapur 250g,Sembako,2,3000,2000,0,6000
TRX-250704-00086,MKN03,Gorengan Campur,Makanan,3,1000,500,0,3000
TRX-250704-00087,BMB02,Kecap Manis ABC,Bumbu Dapur,3,10000,8000,0,30000
TRX-250704-00088,MIE01,Indomie Goreng,Mie Instan,3,2700,2500,300,8100
TRX-250704-00088,BMB01,Masako Ayam,Bumbu Dapur,1,5000,4500,0,5000
TRX-250704-00088,MNM04,Es Teh Manis,Minuman,2,3000,1000,0,6000
TRX-250704-00089,SNK02,Better Chocolate,Snack,2,2000,1500,0,4000
TRX-250704-00089,MSC01,Kopi Kapal Api Sachet,Minuman Sachet,4,1500,1200,0,6000
TRX-250704-00090,SMB04,Telur Ayam 1kg,Sembako,1,29000,26000,0,29000
TRX-250704-00090,MSC01,Kopi Kapal Api Sachet,Minuman Sachet,3,1500,1200,0,4500
TRX-250704-00090,MNM04,Es Teh Manis,Minuman,2,3000,1000,0,6000
TRX-250704-00090,MKN01,Nasi Goreng,Makanan,2,12000,7000,0,24000
TRX-250704-00090,MSC02,Milo Sachet,Minuman Sachet,3,1000,700,0,3000
TRX-250704-00091,MKN03,Gorengan Campur,Makanan,4,1000,500,0,4000
TRX-250704-00091,MIE01,Indomie Goreng,Mie Instan,4,3000,2500,0,12000
TRX-250704-00092,MSC01,Kopi Kapal Api Sachet,Minuman Sachet,2,1500,1200,0,3000
TRX-250704-00092,MNM04,Es Teh Manis,Minuman,2,3000,1000,0,6000
TRX-250704-00093,MIE01,Indomie Goreng,Mie Instan,3,3000,2500,0,9000
TRX-250704-00094,RKK01,Rokok Sampoerna,Rokok,3,27000,24000,0,81000
TRX-250704-00094,MNM03,Sprite 390ml,Minuman,3,5000,4000,0,15000
TRX-250704-00094,MIE01,Indomie Goreng,Mie Instan,5,3000,2500,0,15000
TRX-250704-00095,MIE02,Mie Sedap Goreng,Mie Instan,3,3000,2500,0,9000
TRX-250704-00095,MSC01,Kopi Kapal Api Sachet,Minuman Sachet,2,1500,1200,0,3000
TRX-250704-00095,MKN03,Gorengan Campur,Makanan,2,1000,500,0,2000
TRX-250704-00096,MKN01,Nasi Goreng,Makanan,2,12000,7000,0,24000
TRX-250704-00096,SMB02,Gula Pasir 1kg,Sembako,2,15500,13500,0,31000
TRX-250704-00096,KRT02,Sunlight 400ml,Kebutuhan RT,1,8550,7500,450,8550
TRX-250704-00097,MKN02,Nasi Ayam Goreng,Makanan,1,15000,8000,0,15000
TRX-250704-00098,MNM04,Es Teh Manis,Minuman,3,3000,1000,0,9000
TRX-250704-00098,MKN02,Nasi Ayam Goreng,Makanan,1,15000,8000,0,15000
TRX-250704-00099,MNM04,Es Teh Manis,Minuman,3,3000,1000,0,9000
TRX-250704-00100,MNM04,Es Teh Manis,Minuman,3,3000,1000,0,9000
TRX-250704-00101,PRW01,Pasta Gigi Pepsodent 75g,Perawatan Tubuh,3,7000,5000,0,21000
TRX-250704-00101,SMB04,Telur Ayam 1kg,Sembako,2,29000,26000,0,58000
TRX-250704-00102,MIE02,Mie Sedap Goreng,Mie Instan,4,3000,2500,0,12000
TRX-250704-00102,MNM04,Es Teh Manis,Minuman,1,3000,1000,0,3000
TRX-250704-00102,MKN02,Nasi Ayam Goreng,Makanan,1,14250,8000,750,14250
TRX-250704-00103,MNM04,Es Teh Manis,Minuman,2,3000,1000,0,6000
TRX-250704-00103,MKN01,Nasi Goreng,Makanan,1,12000,7000,0,12000
TRX-250704-00104,MIE01,Indomie Goreng,Mie Instan,2,3000,2500,0,6000
TRX-250704-00104,MKN03,Gorengan Campur,Makanan,2,1000,500,0,2000
TRX-250704-00104,MNM01,Aqua Botol 600ml,Minuman,2,4000,3000,0,8000
TRX-250704-00104,SNK01,Chitato 68g,Snack,1,8000,6500,0,8000
TRX-250704-00104,RKK01,Rokok Sampoerna,Rokok,2,27000,24000,0,54000
TRX-250704-00105,MIE01,Indomie Goreng,Mie Instan,1,3000,2500,0,3000
TRX-250705-00106,MSC01,Kopi Kapal Api Sachet,Minuman Sachet,4,1500,1200,0,6000
TRX-250705-00106,RKK01,Rokok Sampoerna,Rokok,5,27000,24000,0,135000
TRX-250705-00106,SNK01,Chitato 68g,Snack,3,8000,6500,0,24000
TRX-250705-00107,MNM02,Teh Pucuk Harum 350ml,Minuman,1,4000,3000,0,4000
TRX-250705-00107,MNM01,Aqua Botol 600ml,Minuman,2,4000,3000,0,8000
TRX-250705-00108,GAS01,Gas LPG 3kg,Kebutuhan Dapur,2,23000,20000,0,46000
TRX-250705-00108,MIE01,Indomie Goreng,Mie Instan,3,2550,2500,450,7650
TRX-250705-00108,SNK02,Better Chocolate,Snack,2,2000,1500,0,4000
TRX-250705-00109,MSC01,Kopi Kapal Api Sachet,Minuman Sachet,1,1500,1200,0,1500
TRX-250705-00109,MKN03,Gorengan Campur,Makanan,5,1000,500,0,5000
TRX-250705-00109,PRW01,Pasta Gigi Pepsodent 75g,Perawatan Tubuh,2,7000,5000,0,14000
TRX-250705-00109,MIE01,Indomie Goreng,Mie Instan,4,3000,2500,0,12000
TRX-250705-00110,MKN03,Gorengan Campur,Makanan,3,1000,500,0,3000
TRX-250705-00110,MKN01,Nasi Goreng,Makanan,3,12000,7000,0,36000
TRX-250705-00110,SMB05,Tepung Terigu 1kg,Sembako,3,12000,10000,0,36000
TRX-250705-00111,KRT01,Rinso Anti Noda 800g,Kebutuhan RT,1,15000,13000,0,15000
TRX-250705-00111,MNM02,Teh Pucuk Harum 350ml,Minuman,1,4000,3000,0,4000
TRX-250705-00111,MKN01,Nasi Goreng,Makanan,3,12000,7000,0,36000
TRX-250705-00112,MKN02,Nasi Ayam Goreng,Makanan,2,15000,8000,0,30000
TRX-250705-00112,MKN01,Nasi Goreng,Makanan,1,12000,7000,0,12000
TRX-250705-00112,RKK01,Rokok Sampoerna,Rokok,4,27000,24000,0,108000
TRX-250705-00113,MNM02,Teh Pucuk Harum 350ml,Minuman,1,4000,3000,0,4000
TRX-250705-00113,MKN03,Gorengan Campur,Makanan,2,1000,500,0,2000
TRX-250705-00114,MNM04,Es Teh Manis,Minuman,4,3000,1000,0,12000
TRX-250705-00115,SMB03,Minyak Goreng Bimoli 1L,Sembako,2,18000,16000,0,36000
TRX-250705-00115,MNM04,Es Teh Manis,Minuman,3,3000,1000,0,9000
TRX-250705-00115,MKN02,Nasi Ayam Goreng,Makanan,1,15000,8000,0,15000
TRX-250705-00116,MNM04,Es Teh Manis,Minuman,2,3000,1000,0,6000
TRX-250705-00116,KRT03,Shampoo Pantene Sachet,Perawatan Tubuh,3,1500,1000,0,4500
TRX-250705-00116,PRW01,Pasta Gigi Pepsodent 75g,Perawatan Tubuh,2,7000,5000,0,14000
TRX-250705-00116,MSC01,Kopi Kapal Api Sachet,Minuman Sachet,2,1500,1200,0,3000
TRX-250705-00117,MKN02,Nasi Ayam Goreng,Makanan,2,15000,8000,0,30000
TRX-250705-00117,MSC02,Milo Sachet,Minuman Sachet,1,1000,700,0,1000
TRX-250705-00117,MIE01,Indomie Goreng,Mie Instan,4,3000,2500,0,12000
TRX-250705-00117,MIE02,Mie Sedap Goreng,Mie Instan,4,3000,2500,0,12000
