batch_code,product_code,product_name,quantity,cost_per_unit,purchase_date,expiry_date,status
BCH-0035,SMB03,Tepung Beras,14,3300,2026-05-06,2026-11-02,ACTIVE
BCH-0036,SMB03,Tepung Beras,13,3300,2026-05-13,2026-11-09,ACTIVE
BCH-0037,SMB03,Tepung Beras,15,3300,2026-05-20,2026-11-16,ACTIVE
BCH-0038,SMB03,Tepung Beras,17,3300,2026-05-27,2026-11-23,ACTIVE
BCH-0039,SMB03,Tepung Beras,13,3300,2026-06-03,2026-11-30,ACTIVE
BCH-0040,SMB03,Tepung Beras,18,3300,2026-06-10,2026-12-07,ACTIVE
BCH-0041,SMB03,Tepung Beras,18,3300,2026-06-17,2026-12-14,ACTIVE
BCH-0042,SMB03,Tepung Beras,20,3300,2026-06-24,2026-12-21,ACTIVE
BCH-0043,SMB04,Kecap Manis,13,3300,2026-03-25,2027-03-25,ACTIVE
BCH-0044,SMB04,Kecap Manis,13,3300,2026-04-01,2027-04-01,ACTIVE
BCH-0045,SMB04,Kecap Manis,15,3300,2026-04-08,2027-04-08,ACTIVE
BCH-0046,SMB04,Kecap Manis,17,3300,2026-04-15,2027-04-15,ACTIVE
BCH-0047,SMB04,Kecap Manis,17,3300,2026-04-22,2027-04-22,ACTIVE
BCH-0048,SMB04,Kecap Manis,16,3300,2026-04-29,2027-04-29,ACTIVE
BCH-0049,SMB04,Kecap Manis,15,3300,2026-05-06,2027-05-06,ACTIVE
BCH-0050,SMB04,Kecap Manis,16,3300,2026-05-13,2027-05-13,ACTIVE
BCH-0051,SMB04,Kecap Manis,19,3300,2026-05-20,2027-05-20,ACTIVE
BCH-0052,SMB04,Kecap Manis,15,3300,2026-05-27,2027-05-27,ACTIVE
BCH-0053,SMB04,Kecap Manis,15,3300,2026-06-03,2027-06-03,ACTIVE
BCH-0054,SMB04,Kecap Manis,14,3300,2026-06-10,2027-06-10,ACTIVE
BCH-0055,SMB04,Kecap Manis,19,3300,2026-06-17,2027-06-17,ACTIVE
BCH-0056,SMB04,Kecap Manis,13,3300,2026-06-24,2027-06-24,ACTIVE
BCH-0057,MIE01,Indomie Goreng,44,2500,2026-03-25,2026-11-20,ACTIVE
BCH-0058,MIE01,Indomie Goreng,44,2500,2026-04-01,2026-11-27,ACTIVE
BCH-0059,MIE01,Indomie Goreng,43,2500,2026-04-08,2026-12-04,ACTIVE
BCH-0060,MIE01,Indomie Goreng,45,2500,2026-04-15,2026-12-11,ACTIVE
BCH-0061,MIE01,Indomie Goreng,42,2500,2026-04-22,2026-12-18,ACTIVE
BCH-0062,MIE01,Indomie Goreng,44,2500,2026-04-29,2026-12-25,ACTIVE
BCH-0063,MIE01,Indomie Goreng,45,2500,2026-05-06,2027-01-01,ACTIVE
BCH-0064,MIE01,Indomie Goreng,38,2500,2026-05-13,2027-01-08,ACTIVE
BCH-0065,MIE01,Indomie Goreng,44,2500,2026-05-20,2027-01-15,ACTIVE
BCH-0066,MIE01,Indomie Goreng,45,2500,2026-05-27,2027-01-22,ACTIVE
BCH-0067,MIE01,Indomie Goreng,43,2500,2026-06-03,2027-01-29,ACTIVE
BCH-0068,MIE01,Indomie Goreng,39,2500,2026-06-10,2027-02-05,ACTIVE
BCH-0069,MIE01,Indomie Goreng,44,2500,2026-06-17,2027-02-12,ACTIVE
BCH-0070,MIE01,Indomie Goreng,39,2500,2026-06-24,2027-02-19,ACTIVE
BCH-0071,MIE02,Mie Sedap Goreng,41,2500,2026-03-25,2026-11-20,ACTIVE
BCH-0072,MIE02,Mie Sedap Goreng,43,2500,2026-04-01,2026-11-27,ACTIVE
BCH-0073,MIE02,Mie Sedap Goreng,40,2500,2026-04-08,2026-12-04,ACTIVE
BCH-0074,MIE02,Mie Sedap Goreng,39,2500,2026-04-15,2026-12-11,ACTIVE
BCH-0075,MIE02,Mie Sedap Goreng,43,2500,2026-04-22,2026-12-18,ACTIVE
BCH-0076,MIE02,Mie Sedap Goreng,38,2500,2026-04-29,2026-12-25,ACTIVE
BCH-0077,MIE02,Mie Sedap Goreng,39,2500,2026-05-06,2027-01-01,ACTIVE
BCH-0078,MIE02,Mie Sedap Goreng,44,2500,2026-05-13,2027-01-08,ACTIVE
BCH-0079,MIE02,Mie Sedap Goreng,42,2500,2026-05-20,2027-01-15,ACTIVE
BCH-0080,MIE02,Mie Sedap Goreng,40,2500,2026-05-27,2027-01-22,ACTIVE
BCH-0081,MIE02,Mie Sedap Goreng,44,2500,2026-06-03,2027-01-29,ACTIVE
BCH-0082,MIE02,Mie Sedap Goreng,39,2500,2026-06-10,2027-02-05,ACTIVE
BCH-0083,MIE02,Mie Sedap Goreng,38,2500,2026-06-17,2027-02-12,ACTIVE
BCH-0084,MIE02,Mie Sedap Goreng,45,2500,2026-06-24,2027-02-19,ACTIVE
BCH-0085,MIE03,Mie Sedap Soto Ayam,38,2750,2026-03-25,2026-11-20,ACTIVE
BCH-0086,MIE03,Mie Sedap Soto Ayam,41,2750,2026-04-01,2026-11-27,ACTIVE
BCH-0087,MIE03,Mie Sedap Soto Ayam,41,2750,2026-04-08,2026-12-04,ACTIVE
BCH-0088,MIE03,Mie Sedap Soto Ayam,43,2750,2026-04-15,2026-12-11,ACTIVE
BCH-0089,MIE03,Mie Sedap Soto Ayam,38,2750,2026-04-22,2026-12-18,ACTIVE
BCH-0090,MIE03,Mie Sedap Soto Ayam,42,2750,2026-04-29,2026-12-25,ACTIVE
BCH-0091,MIE03,Mie Sedap Soto Ayam,40,2750,2026-05-06,2027-01-01,ACTIVE
BCH-0092,MIE03,Mie Sedap Soto Ayam,42,2750,2026-05-13,2027-01-08,ACTIVE
BCH-0093,MIE03,Mie Sedap Soto Ayam,41,2750,2026-05-20,2027-01-15,ACTIVE
BCH-0094,MIE03,Mie Sedap Soto Ayam,39,2750,2026-05-27,2027-01-22,ACTIVE
BCH-0095,MIE03,Mie Sedap Soto Ayam,41,2750,2026-06-03,2027-01-29,ACTIVE
BCH-0096,MIE03,Mie Sedap Soto Ayam,40,2750,2026-06-10,2027-02-05,ACTIVE
BCH-0097,MIE03,Mie Sedap Soto Ayam,42,2750,2026-06-17,2027-02-12,ACTIVE
BCH-0098,MIE03,Mie Sedap Soto Ayam,42,2750,2026-06-24,2027-02-19,ACTIVE
BCH-0099,MIE04,Mie Sedap Cup Soto,11,4500,2026-03-25,2026-11-20,ACTIVE
BCH-0100,MIE04,Mie Sedap Cup Soto,13,4500,2026-04-01,2026-11-27,ACTIVE
BCH-0101,MIE04,Mie Sedap Cup Soto,10,4500,2026-04-08,2026-12-04,ACTIVE
BCH-0102,MIE04,Mie Sedap Cup Soto,10,4500,2026-04-15,2026-12-11,ACTIVE
BCH-0103,MIE04,Mie Sedap Cup Soto,14,4500,2026-04-22,2026-12-18,ACTIVE
BCH-0104,MIE04,Mie Sedap Cup Soto,11,4500,2026-04-29,2026-12-25,ACTIVE
BCH-0105,MIE04,Mie Sedap Cup Soto,16,4500,2026-05-06,2027-01-01,ACTIVE
BCH-0106,MIE04,Mie Sedap Cup Soto,11,4500,2026-05-13,2027-01-08,ACTIVE
BCH-0107,MIE04,Mie Sedap Cup Soto,10,4500,2026-05-20,2027-01-15,ACTIVE
BCH-0108,MIE04,Mie Sedap Cup Soto,15,4500,2026-05-27,2027-01-22,ACTIVE
BCH-0109,MIE04,Mie Sedap Cup Soto,13,4500,2026-06-03,2027-01-29,ACTIVE
BCH-0110,MIE04,Mie Sedap Cup Soto,10,4500,2026-06-10,2027-02-05,ACTIVE
BCH-0111,MIE04,Mie Sedap Cup Soto,12,4500,2026-06-17,2027-02-12,ACTIVE
BCH-0112,MIE04,Mie Sedap Cup Soto,11,4500,2026-06-24,2027-02-19,ACTIVE
BCH-0113,MNM01,Aqua Botol 600ml,27,3000,2026-03-25,2027-03-25,ACTIVE
BCH-0114,MNM01,Aqua Botol 600ml,23,3000,2026-04-01,2027-04-01,ACTIVE
BCH-0115,MNM01,Aqua Botol 600ml,28,3000,2026-04-08,2027-04-08,ACTIVE
BCH-0116,MNM01,Aqua Botol 600ml,29,3000,2026-04-15,2027-04-15,ACTIVE
BCH-0117,MNM01,Aqua Botol 600ml,27,3000,2026-04-22,2027-04-22,ACTIVE
BCH-0118,MNM01,Aqua Botol 600ml,28,3000,2026-04-29,2027-04-29,ACTIVE
BCH-0119,MNM01,Aqua Botol 600ml,26,3000,2026-05-06,2027-05-06,ACTIVE
BCH-0120,MNM01,Aqua Botol 600ml,28,3000,2026-05-13,2027-05-13,ACTIVE
BCH-0121,MNM01,Aqua Botol 600ml,25,3000,2026-05-20,2027-05-20,ACTIVE
BCH-0122,MNM01,Aqua Botol 600ml,25,3000,2026-05-27,2027-05-27,ACTIVE
BCH-0123,MNM01,Aqua Botol 600ml,27,3000,2026-06-03,2027-06-03,ACTIVE
BCH-0124,MNM01,Aqua Botol 600ml,25,3000,2026-06-10,2027-06-10,ACTIVE
BCH-0125,MNM01,Aqua Botol 600ml,26,3000,2026-06-17,2027-06-17,ACTIVE
BCH-0126,MNM01,Aqua Botol 600ml,23,3000,2026-06-24,2027-06-24,ACTIVE
BCH-0127,MNM02,Teh Pucuk Harum,23,3000,2026-03-25,2026-09-21,ACTIVE
BCH-0128,MNM02,Teh Pucuk Harum,22,3000,2026-04-01,2026-09-28,ACTIVE
BCH-0129,MNM02,Teh Pucuk Harum,27,3000,2026-04-08,2026-10-05,ACTIVE
BCH-0130,MNM02,Teh Pucuk Harum,22,3000,2026-04-15,2026-10-12,ACTIVE
BCH-0131,MNM02,Teh Pucuk Harum,23,3000,2026-04-22,2026-10-19,ACTIVE
BCH-0132,MNM02,Teh Pucuk Harum,26,3000,2026-04-29,2026-10-26,ACTIVE
BCH-0133,MNM02,Teh Pucuk Harum,29,3000,2026-05-06,2026-11-02,ACTIVE
BCH-0134,MNM02,Teh Pucuk Harum,28,3000,2026-05-13,2026-11-09,ACTIVE
BCH-0135,MNM02,Teh Pucuk Harum,26,3000,2026-05-20,2026-11-16,ACTIVE
BCH-0136,MNM02,Teh Pucuk Harum,24,3000,2026-05-27,2026-11-23,ACTIVE
BCH-0137,MNM02,Teh Pucuk Harum,29,3000,2026-06-03,2026-11-30,ACTIVE
BCH-0138,MNM02,Teh Pucuk Harum,28,3000,2026-06-10,2026-12-07,ACTIVE
BCH-0139,MNM02,Teh Pucuk Harum,23,3000,2026-06-17,2026-12-14,ACTIVE
BCH-0140,MNM02,Teh Pucuk Harum,27,3000,2026-06-24,2026-12-21,ACTIVE
BCH-0141,MNM03,Fanta 390ml,17,4000,2026-03-25,2027-03-25,ACTIVE
BCH-0142,MNM03,Fanta 390ml,13,4000,2026-04-01,2027-04-01,ACTIVE
BCH-0143,MNM03,Fanta 390ml,15,4000,2026-04-08,2027-04-08,ACTIVE
BCH-0144,MNM03,Fanta 390ml,15,4000,2026-04-15,2027-04-15,ACTIVE
BCH-0145,MNM03,Fanta 390ml,11,4000,2026-04-22,2027-04-22,ACTIVE
BCH-0146,MNM03,Fanta 390ml,12,4000,2026-04-29,2027-04-29,ACTIVE
BCH-0147,MNM03,Fanta 390ml,11,4000,2026-05-06,2027-05-06,ACTIVE
BCH-0148,MNM03,Fanta 390ml,17,4000,2026-05-13,2027-05-13,ACTIVE
BCH-0149,MNM03,Fanta 390ml,17,4000,2026-05-20,2027-05-20,ACTIVE
BCH-0150,MNM03,Fanta 390ml,15,4000,2026-05-27,2027-05-27,ACTIVE
BCH-0151,MNM03,Fanta 390ml,11,4000,2026-06-03,2027-06-03,ACTIVE
BCH-0152,MNM03,Fanta 390ml,12,4000,2026-06-10,2027-06-10,ACTIVE
BCH-0153,MNM03,Fanta 390ml,13,4000,2026-06-17,2027-06-17,ACTIVE
BCH-0154,MNM03,Fanta 390ml,15,4000,2026-06-24,2027-06-24,ACTIVE
BCH-0155,MNM04,Pocari Sweat,17,4000,2026-03-25,2027-03-25,ACTIVE
BCH-0156,MNM04,Pocari Sweat,11,4000,2026-04-01,2027-04-01,ACTIVE
BCH-0157,MNM04,Pocari Sweat,15,4000,2026-04-08,2027-04-08,ACTIVE
BCH-0158,MNM04,Pocari Sweat,15,4000,2026-04-15,2027-04-15,ACTIVE
BCH-0159,MNM04,Pocari Sweat,14,4000,2026-04-22,2027-04-22,ACTIVE
BCH-0160,MNM04,Pocari Sweat,12,4000,2026-04-29,2027-04-29,ACTIVE
BCH-0161,MNM04,Pocari Sweat,16,4000,2026-05-06,2027-05-06,ACTIVE
BCH-0162,MNM04,Pocari Sweat,10,4000,2026-05-13,2027-05-13,ACTIVE
BCH-0163,MNM04,Pocari Sweat,17,4000,2026-05-20,2027-05-20,ACTIVE
BCH-0164,MNM04,Pocari Sweat,12,4000,2026-05-27,2027-05-27,ACTIVE
BCH-0165,MNM04,Pocari Sweat,13,4000,2026-06-03,2027-06-03,ACTIVE
BCH-0166,MNM04,Pocari Sweat,16,4000,2026-06-10,2027-06-10,ACTIVE
BCH-0167,MNM04,Pocari Sweat,10,4000,2026-06-17,2027-06-17,ACTIVE
BCH-0168,MNM04,Pocari Sweat,12,4000,2026-06-24,2027-06-24,ACTIVE
BCH-0169,MSC01,Kopi Sachet Gula Aren,32,1700,2026-03-25,2027-03-25,ACTIVE
BCH-0170,MSC01,Kopi Sachet Gula Aren,32,1700,2026-04-01,2027-04-01,ACTIVE
BCH-0171,MSC01,Kopi Sachet Gula Aren,34,1700,2026-04-08,2027-04-08,ACTIVE
BCH-0172,MSC01,Kopi Sachet Gula Aren,33,1700,2026-04-15,2027-04-15,ACTIVE
BCH-0173,MSC01,Kopi Sachet Gula Aren,32,1700,2026-04-22,2027-04-22,ACTIVE
BCH-0174,MSC01,Kopi Sachet Gula Aren,34,1700,2026-04-29,2027-04-29,ACTIVE
BCH-0175,MSC01,Kopi Sachet Gula Aren,35,1700,2026-05-06,2027-05-06,ACTIVE
BCH-0176,MSC01,Kopi Sachet Gula Aren,35,1700,2026-05-13,2027-05-13,ACTIVE
BCH-0177,MSC01,Kopi Sachet Gula Aren,30,1700,2026-05-20,2027-05-20,ACTIVE
BCH-0178,MSC01,Kopi Sachet Gula Aren,28,1700,2026-05-27,2027-05-27,ACTIVE
BCH-0179,MSC01,Kopi Sachet Gula Aren,33,1700,2026-06-03,2027-06-03,ACTIVE
BCH-0180,MSC01,Kopi Sachet Gula Aren,29,1700,2026-06-10,2027-06-10,ACTIVE
BCH-0181,MSC01,Kopi Sachet Gula Aren,35,1700,2026-06-17,2027-06-17,ACTIVE
BCH-0182,MSC01,Kopi Sachet Gula Aren,29,1700,2026-06-24,2027-06-24,ACTIVE
BCH-0183,MSC02,Milo Sachet,28,700,2026-03-25,2027-03-25,ACTIVE
BCH-0184,MSC02,Milo Sachet,35,700,2026-04-01,2027-04-01,ACTIVE
BCH-0185,MSC02,Milo Sachet,31,700,2026-04-08,2027-04-08,ACTIVE
BCH-0186,MSC02,Milo Sachet,28,700,2026-04-15,2027-04-15,ACTIVE
BCH-0187,MSC02,Milo Sachet,35,700,2026-04-22,2027-04-22,ACTIVE
BCH-0188,MSC02,Milo Sachet,29,700,2026-04-29,2027-04-29,ACTIVE
BCH-0189,MSC02,Milo Sachet,33,700,2026-05-06,2027-05-06,ACTIVE
BCH-0190,MSC02,Milo Sachet,34,700,2026-05-13,2027-05-13,ACTIVE
BCH-0191,MSC02,Milo Sachet,32,700,2026-05-20,2027-05-20,ACTIVE
BCH-0192,MSC02,Milo Sachet,35,700,2026-05-27,2027-05-27,ACTIVE
BCH-0193,MSC02,Milo Sachet,31,700,2026-06-03,2027-06-03,ACTIVE
BCH-0194,MSC02,Milo Sachet,35,700,2026-06-10,2027-06-10,ACTIVE
BCH-0195,MSC02,Milo Sachet,28,700,2026-06-17,2027-06-17,ACTIVE
BCH-0196,MSC02,Milo Sachet,31,700,2026-06-24,2027-06-24,ACTIVE
BCH-0197,RKK01,Rokok Sampoerna,9,24000,2026-03-25,,ACTIVE
BCH-0198,RKK01,Rokok Sampoerna,15,24000,2026-04-01,,ACTIVE
BCH-0199,RKK01,Rokok Sampoerna,13,24000,2026-04-08,,ACTIVE
BCH-0200,RKK01,Rokok Sampoerna,12,24000,2026-04-15,,ACTIVE
BCH-0201,RKK01,Rokok Sampoerna,11,24000,2026-04-22,,ACTIVE
BCH-0202,RKK01,Rokok Sampoerna,8,24000,2026-04-29,,ACTIVE
BCH-0203,RKK01,Rokok Sampoerna,10,24000,2026-05-06,,ACTIVE
BCH-0204,RKK01,Rokok Sampoerna,15,24000,2026-05-13,,ACTIVE
BCH-0205,RKK01,Rokok Sampoerna,12,24000,2026-05-20,,ACTIVE
BCH-0206,RKK01,Rokok Sampoerna,9,24000,2026-05-27,,ACTIVE
BCH-0207,RKK01,Rokok Sampoerna,12,24000,2026-06-03,,ACTIVE
BCH-0208,RKK01,Rokok Sampoerna,13,24000,2026-06-10,,ACTIVE
BCH-0209,RKK01,Rokok Sampoerna,15,24000,2026-06-17,,ACTIVE
BCH-0210,RKK01,Rokok Sampoerna,10,24000,2026-06-24,,ACTIVE
BCH-0211,SNK01,Chitato,14,1800,2026-03-25,2026-07-23,ACTIVE
BCH-0212,SNK01,Chitato,8,1800,2026-04-01,2026-07-30,ACTIVE
BCH-0213,SNK01,Chitato,10,1800,2026-04-08,2026-08-06,ACTIVE
BCH-0214,SNK01,Chitato,10,1800,2026-04-15,2026-08-13,ACTIVE
BCH-0215,SNK01,Chitato,13,1800,2026-04-22,2026-08-20,ACTIVE
BCH-0216,SNK01,Chitato,12,1800,2026-04-29,2026-08-27,ACTIVE
BCH-0217,SNK01,Chitato,14,1800,2026-05-06,2026-09-03,ACTIVE
BCH-0218,SNK01,Chitato,14,1800,2026-05-13,2026-09-10,ACTIVE
BCH-0219,SNK01,Chitato,10,1800,2026-05-20,2026-09-17,ACTIVE
BCH-0220,SNK01,Chitato,15,1800,2026-05-27,2026-09-24,ACTIVE
BCH-0221,SNK01,Chitato,10,1800,2026-06-03,2026-10-01,ACTIVE
BCH-0222,SNK01,Chitato,12,1800,2026-06-10,2026-10-08,ACTIVE
BCH-0223,SNK01,Chitato,8,1800,2026-06-17,2026-10-15,ACTIVE
BCH-0224,SNK01,Chitato,15,1800,2026-06-24,2026-10-22,ACTIVE
BCH-0225,SNK02,Better Caramel,16,1600,2026-03-25,2026-09-21,ACTIVE
BCH-0226,SNK02,Better Caramel,16,1600,2026-04-01,2026-09-28,ACTIVE
BCH-0227,SNK02,Better Caramel,14,1600,2026-04-08,2026-10-05,ACTIVE
BCH-0228,SNK02,Better Caramel,12,1600,2026-04-15,2026-10-12,ACTIVE
BCH-0229,SNK02,Better Caramel,10,1600,2026-04-22,2026-10-19,ACTIVE
BCH-0230,SNK02,Better Caramel,17,1600,2026-04-29,2026-10-26,ACTIVE
BCH-0231,SNK02,Better Caramel,16,1600,2026-05-06,2026-11-02,ACTIVE
BCH-0232,SNK02,Better Caramel,13,1600,2026-05-13,2026-11-09,ACTIVE
BCH-0233,SNK02,Better Caramel,12,1600,2026-05-20,2026-11-16,ACTIVE
BCH-0234,SNK02,Better Caramel,17,1600,2026-05-27,2026-11-23,ACTIVE
BCH-0235,SNK02,Better Caramel,11,1600,2026-06-03,2026-11-30,ACTIVE
BCH-0236,SNK02,Better Caramel,13,1600,2026-06-10,2026-12-07,ACTIVE
BCH-0237,SNK02,Better Caramel,15,1600,2026-06-17,2026-12-14,ACTIVE
BCH-0238,SNK02,Better Caramel,13,1600,2026-06-24,2026-12-21,ACTIVE
BCH-0239,SNK03,Chocolatos,24,1000,2026-03-25,2026-09-21,ACTIVE
BCH-0240,SNK03,Chocolatos,25,1000,2026-04-01,2026-09-28,ACTIVE
BCH-0241,SNK03,Chocolatos,24,1000,2026-04-08,2026-10-05,ACTIVE
BCH-0242,SNK03,Chocolatos,20,1000,2026-04-15,2026-10-12,ACTIVE
BCH-0243,SNK03,Chocolatos,23,1000,2026-04-22,2026-10-19,ACTIVE
BCH-0244,SNK03,Chocolatos,20,1000,2026-04-29,2026-10-26,ACTIVE
BCH-0245,SNK03,Chocolatos,21,1000,2026-05-06,2026-11-02,ACTIVE
BCH-0246,SNK03,Chocolatos,24,1000,2026-05-13,2026-11-09,ACTIVE
BCH-0247,SNK03,Chocolatos,25,1000,2026-05-20,2026-11-16,ACTIVE
BCH-0248,SNK03,Chocolatos,18,1000,2026-05-27,2026-11-23,ACTIVE
BCH-0249,SNK03,Chocolatos,24,1000,2026-06-03,2026-11-30,ACTIVE
BCH-0250,SNK03,Chocolatos,18,1000,2026-06-10,2026-12-07,ACTIVE
BCH-0251,SNK03,Chocolatos,22,1000,2026-06-17,2026-12-14,ACTIVE
BCH-0252,SNK03,Chocolatos,24,1000,2026-06-24,2026-12-21,ACTIVE
BCH-0253,KRT01,Rinso Anti Noda Sachet,26,1200,2026-03-25,,ACTIVE
BCH-0254,KRT01,Rinso Anti Noda Sachet,25,1200,2026-04-01,,ACTIVE
BCH-0255,KRT01,Rinso Anti Noda Sachet,23,1200,2026-04-08,,ACTIVE
BCH-0256,KRT01,Rinso Anti Noda Sachet,28,1200,2026-04-15,,ACTIVE
BCH-0257,KRT01,Rinso Anti Noda Sachet,28,1200,2026-04-22,,ACTIVE
BCH-0258,KRT01,Rinso Anti Noda Sachet,26,1200,2026-04-29,,ACTIVE
BCH-0259,KRT01,Rinso Anti Noda Sachet,27,1200,2026-05-06,,ACTIVE
BCH-0260,KRT01,Rinso Anti Noda Sachet,23,1200,2026-05-13,,ACTIVE
BCH-0261,KRT01,Rinso Anti Noda Sachet,28,1200,2026-05-20,,ACTIVE
BCH-0262,KRT01,Rinso Anti Noda Sachet,23,1200,2026-05-27,,ACTIVE
BCH-0263,KRT01,Rinso Anti Noda Sachet,25,1200,2026-06-03,,ACTIVE
BCH-0264,KRT01,Rinso Anti Noda Sachet,30,1200,2026-06-10,,ACTIVE
BCH-0265,KRT01,Rinso Anti Noda Sachet,26,1200,2026-06-17,,ACTIVE
BCH-0266,KRT01,Rinso Anti Noda Sachet,29,1200,2026-06-24,,ACTIVE
BCH-0267,KRT02,Sunlight Cuci Piring,5,9000,2026-03-25,,ACTIVE
BCH-0268,KRT02,Sunlight Cuci Piring,9,9000,2026-04-08,,ACTIVE
BCH-0269,KRT02,Sunlight Cuci Piring,11,9000,2026-04-22,,ACTIVE
BCH-0270,KRT02,Sunlight Cuci Piring,10,9000,2026-05-06,,ACTIVE
BCH-0271,KRT02,Sunlight Cuci Piring,8,9000,2026-05-20,,ACTIVE
BCH-0272,KRT02,Sunlight Cuci Piring,4,9000,2026-06-03,,ACTIVE
BCH-0273,KRT02,Sunlight Cuci Piring,9,9000,2026-06-17,,ACTIVE
BCH-0274,KRT03,Sabun Cuci Baju,21,4500,2026-03-25,,ACTIVE
BCH-0275,KRT03,Sabun Cuci Baju,23,4500,2026-04-01,,ACTIVE
BCH-0276,KRT03,Sabun Cuci Baju,24,4500,2026-04-08,,ACTIVE
BCH-0277,KRT03,Sabun Cuci Baju,25,4500,2026-04-15,,ACTIVE
BCH-0278,KRT03,Sabun Cuci Baju,18,4500,2026-04-22,,ACTIVE
BCH-0279,KRT03,Sabun Cuci Baju,25,4500,2026-04-29,,ACTIVE
BCH-0280,KRT03,Sabun Cuci Baju,25,4500,2026-05-06,,ACTIVE
BCH-0281,KRT03,Sabun Cuci Baju,25,4500,2026-05-13,,ACTIVE
BCH-0282,KRT03,Sabun Cuci Baju,23,4500,2026-05-20,,ACTIVE
BCH-0283,KRT03,Sabun Cuci Baju,23,4500,2026-05-27,,ACTIVE
BCH-0284,KRT03,Sabun Cuci Baju,22,4500,2026-06-03,,ACTIVE
BCH-0285,KRT03,Sabun Cuci Baju,20,4500,2026-06-10,,ACTIVE
BCH-0286,KRT03,Sabun Cuci Baju,24,4500,2026-06-17,,ACTIVE
BCH-0287,KRT03,Sabun Cuci Baju,19,4500,2026-06-24,,ACTIVE
BCH-0288,BMB01,Masako Ayam,28,4500,2026-03-25,2027-03-25,ACTIVE
BCH-0289,BMB01,Masako Ayam,31,4500,2026-04-01,2027-04-01,ACTIVE
BCH-0290,BMB01,Masako Ayam,32,4500,2026-04-08,2027-04-08,ACTIVE
BCH-0291,BMB01,Masako Ayam,30,4500,2026-04-15,2027-04-15,ACTIVE
BCH-0292,BMB01,Masako Ayam,30,4500,2026-04-22,2027-04-22,ACTIVE
BCH-0293,BMB01,Masako Ayam,35,4500,2026-04-29,2027-04-29,ACTIVE
BCH-0294,BMB01,Masako Ayam,31,4500,2026-05-06,2027-05-06,ACTIVE
